frame,gt_v0_x,gt_v0_y,gt_v0_z,gt_v1_x,gt_v1_y,gt_v1_z,gt_v2_x,gt_v2_y,gt_v2_z,gt_v3_x,gt_v3_y,gt_v3_z,gt_v4_x,gt_v4_y,gt_v4_z,gt_v5_x,gt_v5_y,gt_v5_z,gt_v6_x,gt_v6_y,gt_v6_z,gt_v7_x,gt_v7_y,gt_v7_z,gt_center_x,gt_center_y,gt_center_z,noisy_v0_x,noisy_v0_y,noisy_v0_z,noisy_v1_x,noisy_v1_y,noisy_v1_z,noisy_v2_x,noisy_v2_y,noisy_v2_z,noisy_v3_x,noisy_v3_y,noisy_v3_z,noisy_v4_x,noisy_v4_y,noisy_v4_z,noisy_v5_x,noisy_v5_y,noisy_v5_z,noisy_v6_x,noisy_v6_y,noisy_v6_z,noisy_v7_x,noisy_v7_y,noisy_v7_z,noisy_center_x,noisy_center_y,noisy_center_z,kabsch_v0_x,kabsch_v0_y,kabsch_v0_z,kabsch_v1_x,kabsch_v1_y,kabsch_v1_z,kabsch_v2_x,kabsch_v2_y,kabsch_v2_z,kabsch_v3_x,kabsch_v3_y,kabsch_v3_z,kabsch_v4_x,kabsch_v4_y,kabsch_v4_z,kabsch_v5_x,kabsch_v5_y,kabsch_v5_z,kabsch_v6_x,kabsch_v6_y,kabsch_v6_z,kabsch_v7_x,kabsch_v7_y,kabsch_v7_z,kabsch_center_x,kabsch_center_y,kabsch_center_z,opt_no_filter_v0_x,opt_no_filter_v0_y,opt_no_filter_v0_z,opt_no_filter_v1_x,opt_no_filter_v1_y,opt_no_filter_v1_z,opt_no_filter_v2_x,opt_no_filter_v2_y,opt_no_filter_v2_z,opt_no_filter_v3_x,opt_no_filter_v3_y,opt_no_filter_v3_z,opt_no_filter_v4_x,opt_no_filter_v4_y,opt_no_filter_v4_z,opt_no_filter_v5_x,opt_no_filter_v5_y,opt_no_filter_v5_z,opt_no_filter_v6_x,opt_no_filter_v6_y,opt_no_filter_v6_z,opt_no_filter_v7_x,opt_no_filter_v7_y,opt_no_filter_v7_z,opt_no_filter_center_x,opt_no_filter_center_y,opt_no_filter_center_z,opt_v0_x,opt_v0_y,opt_v0_z,opt_v1_x,opt_v1_y,opt_v1_z,opt_v2_x,opt_v2_y,opt_v2_z,opt_v3_x,opt_v3_y,opt_v3_z,opt_v4_x,opt_v4_y,opt_v4_z,opt_v5_x,opt_v5_y,opt_v5_z,opt_v6_x,opt_v6_y,opt_v6_z,opt_v7_x,opt_v7_y,opt_v7_z,opt_center_x,opt_center_y,opt_center_z
49,0.24932996313784325,1.3502053751362029,0.6031107802437428,-1.428453749367294,2.4347318637973725,0.6971539056956007,-0.3911819423524231,3.97500889973423,1.4398610154890048,1.286601770152714,2.8904824110730605,1.345817890037147,0.5796464968211935,2.022030462460159,-1.251489456901064,-1.0981372156839437,3.1065569511213287,-1.157446331449206,-0.06086540866907289,4.646833987058186,-0.41473922165580196,1.6169183038360642,3.5623074983970167,-0.5087823471076598,0.09423227723438511,2.9985196810971946,0.09418577929397048,0.0800342817183047,1.3403714124567279,0.504251669528651,-1.5388126810888711,2.4527212789127204,0.8363541343300606,-0.2993502817521918,3.8179588393719124,1.340898201831971,1.3806788889515356,2.7922336717192295,1.3233545750374445,0.6346517067236487,1.9251960169737956,-1.240951906286468,-1.2315397651757642,3.0464201867262073,-1.1254681380349523,-0.22016478202223982,4.690881460854226,-0.41670300154847006,1.672167299277779,3.584698911803483,-0.3723683041102753,0.05970808332902511,2.956310222352288,0.10617090384349522,0.25917806640110175,1.3282469137607098,0.5961005693073308,-1.407618839840966,2.425206758051539,0.731994547670289,-0.34553577319326745,3.946499212962567,1.4787534285488482,1.3212611330488002,2.8495393686717376,1.3428594501858897,0.5653930772710652,2.0227599565786383,-1.2542734470671126,-1.1014038289710024,3.1197198008694675,-1.1183794687041546,-0.039320762323303934,4.641012255780495,-0.3716205878255955,1.6274761439187637,3.544052411489666,-0.5075145661885537,0.10992865203889891,2.9846295847706026,0.11223999074086771,-0.041642009158293775,1.3877815786874415,0.7696528220723943,-1.5669840052102713,2.5557870849626223,0.21368975460205578,-0.7103869840520208,4.111920591399512,1.1327599660044507,0.8149550119999566,2.943915085124331,1.6887230334747894,0.9276739034434655,1.850611620339115,-0.9174200910293866,-0.597668092608512,3.018617126614296,-1.4733831584997252,0.2589289285497385,4.574750633051186,-0.5543129470973301,1.784270924601716,3.4067451267760047,0.0016501203730084069,0.1086434596957224,2.9812661058693135,0.10766993748753206,-0.04054769781674879,1.3921802875497962,0.7725130411921278,-1.5658896938687263,2.560185793824977,0.2165499737217893,-0.7092926727104758,4.116319300261867,1.1356201851241843,0.8160493233415016,2.948313793986686,1.691583252594523,0.9287682147850105,1.8550103292014697,-0.914559871909653,-0.5965737812669669,3.0230158354766505,-1.4705229393799917,0.26002323989128345,4.57914934191354,-0.5514527279775966,1.785365235943261,3.4111438356383594,0.004510339492741919,0.10973777103726737,2.9856648147316682,0.11053015660726562
50,0.20353982300884968,1.3451327433628322,0.4690265486725665,-1.4778761061946901,2.4070796460176993,0.6814159292035398,-0.415929203539823,3.9469026548672566,1.3893805309734513,1.2654867256637168,2.8849557522123894,1.1769911504424782,0.4159292035398233,2.0530973451327434,-1.3893805309734508,-1.2654867256637163,3.1150442477876106,-1.1769911504424777,-0.2035398230088493,4.654867256637168,-0.46902654867256616,1.4778761061946906,3.5929203539823007,-0.6814159292035393,2.0816681711721685e-16,3.0,1.6653345369377348e-16,0.21606227327364042,1.3021921892503068,0.48125629897579486,-1.4235463032910514,2.4119656530502698,0.6854750983239281,-0.48612837232049855,3.8806125631121615,1.249120003793482,1.4404443999824108,2.7605694286732607,1.1077006306628874,0.34408847698290357,2.1425897828271876,-1.4188754988026535,-1.140712518396343,3.047695185363224,-1.1490917342200975,-0.28707452833482505,4.869382169414506,-0.5877863905755174,1.5088581772173932,3.6562980420755107,-0.6400360194583895,0.021498950639203762,3.0089131267208034,-0.034029701412570654,0.24329376235273997,1.3233320810102933,0.4651054513051794,-1.449481359814191,2.362322345321739,0.6996510043194392,-0.4014985242095184,3.908239917466312,1.415102495625888,1.2912765979574128,2.8692496531548657,1.1805569426116282,0.4336732834434374,2.0517811806738617,-1.3877619338977158,-1.2591018387234936,3.090771444985308,-1.1532163808834561,-0.21111900311882098,4.63668901712988,-0.43776488957700704,1.4816561190481101,3.5976987528184345,-0.6723104425912668,0.016087379616959552,2.980010549070087,0.013670280864086115,0.4713761410371178,1.3120100715153658,0.14387798642064042,-1.061008026201648,2.1732835455282022,1.0978207346806268,0.10527173056469527,3.7288599506456883,1.566834142590039,1.6376558978034608,2.8675864766328516,0.6128913943300526,-0.06861487088159504,2.2276464899717423,-1.5502352495359721,-1.6009990381203607,3.088919963984579,-0.5962925012759855,-0.4347192813540175,4.644496369102065,-0.1272790933665734,1.097664885884748,3.7832228950892284,-1.08122184162656,0.018328429841550087,2.978253220308715,0.008299446527033405,0.4688022002170708,1.3153919011316495,0.14802320537614286,-1.0635819670216948,2.176665375144486,1.1019659536361293,0.10269778974464834,3.7322417802619716,1.5709793615455414,1.6350819569834139,2.8709683062491353,0.617036613285555,-0.07118881170164197,2.2310283195880265,-1.5460900305804697,-1.6035729789404076,3.0923017936008628,-0.5921472823204831,-0.43729322217406447,4.647878198718349,-0.12313387441107096,1.095090945064701,3.786604724705512,-1.0770766226710575,0.01575448902150317,2.981635049924999,0.012444665482535866
51,0.1553747719616701,1.3383917047246277,0.3320435287747804,-1.5224089405434675,2.375663511739499,0.6623600624581302,-0.4378824518822981,3.915940547676357,1.3341851497820867,1.2399012606228395,2.878668740661486,1.003868616098737,0.24941789741352843,2.081098814518032,-1.5225567083700267,-1.4283658150916092,3.118370621532903,-1.1922401746866769,-0.34383932643043974,4.6586476574697615,-0.5204150873627204,1.3339443860746978,3.62137585045489,-0.8507316210460701,-0.09423227723438488,2.9985196810971946,-0.09418577929396998,0.13684600607389927,1.325409634751285,0.3364246759726913,-1.5371091407063164,2.47205142341899,0.8834123626172653,-0.49363163038308144,3.778960249718449,1.325356944946961,1.4978721943882713,2.798301283864513,1.1677802966431436,0.41718797882117253,2.0257399903472324,-1.4656584004514992,-1.2655261527787554,3.0804578474341544,-1.212598210696913,-0.40200741782530414,4.557171984400475,-0.5853428418693211,1.2115503593984722,3.6247841972808126,-0.9277289441519343,-0.05435222537645526,2.9578595764019893,-0.05979426462370076,0.19480478868436796,1.3276238429688854,0.3731457546007325,-1.4963223137886454,2.348825455412513,0.684973255029674,-0.4316803813468169,3.9169913576106055,1.3232469101884703,1.2594467211261966,2.8957897451669776,1.0114194097595288,0.27620920482842987,2.0333170978082498,-1.4964452036322353,-1.4149178976445835,3.0545187102518776,-1.1846177032032938,-0.350275965202755,4.622684612449969,-0.5463440480444975,1.3408511372702585,3.601483000006342,-0.858171548473439,-0.07773558825919347,2.975154227709427,-0.08659914672188251,0.41607418375410754,1.3131813106452281,-0.027893363196065044,-1.0496182604075437,2.1254293775840676,1.0638935834567893,0.12560756346839907,3.6899181219843316,1.4776800399050352,1.5913000076300503,2.877670055045492,0.385893093252181,-0.2699213862188734,2.2579712589400875,-1.6517104808476928,-1.7356138303805246,3.070219325878927,-0.5599235341948386,-0.5603880065045819,4.634708070279191,-0.14613707774659257,0.9053044376570694,3.8224600033403515,-1.237924024399447,-0.07215691137523716,2.9739446904622096,-0.08701522047132881,0.4104086572686182,1.3159751584858035,-0.028081630679344202,-1.0552837868930334,2.1282232254246427,1.0637053159735101,0.11994203698290976,3.692711969824907,1.4774917724217562,1.585634481144561,2.8804639028860675,0.38570482576890186,-0.27558691270436286,2.260765106780663,-1.6518987483309722,-1.7412793568660143,3.0730131737195028,-0.560111801678118,-0.5660535329900713,4.637501918119767,-0.14632534522987195,0.8996389111715802,3.8252538511809275,-1.238112291882726,-0.07782243786072651,2.9767385383027856,-0.08720348795460797
52,0.1047459995814859,1.330004481775029,0.1927023299483323,-1.5621553975283498,2.3406030648457223,0.6400615102596181,-0.45723394380490756,3.882240390206993,1.2744927028681017,1.209667453304928,2.8716418071363,0.8271335225568159,0.08049082662902718,2.105919980362636,-1.6504924035610145,-1.5864105704808085,3.116518563433329,-1.2031332232497287,-0.4814891167573663,4.6581558887945995,-0.5687020306412451,1.1854122803524694,3.6475573057239066,-1.0160612109525309,-0.1883715585879402,2.9940801852848145,-0.1879998503464564,0.12812459076056065,1.1744149171546663,0.22579035316977802,-1.4788025013674573,2.141229500588577,0.6774671672443753,-0.33446704455757836,3.7612762883378723,1.441749941551872,1.2515693542415327,2.801140621560459,0.8215566147910454,0.13632351788119942,2.113520519503877,-1.5966168043163775,-1.678477929788745,3.133454645836937,-1.3445046729402268,-0.4926117228922363,4.567765124648121,-0.6422550249002218,1.3090215978735131,3.7566883177833335,-0.9551473988618132,-0.14491501723115138,2.93118624192673,-0.1714949780326961,0.15327779809858105,1.3015954160037984,0.14491291295492176,-1.5326373483715234,2.2669497150243525,0.6200773016302719,-0.4573593661301841,3.8100435005560462,1.3002528892254601,1.2285557803399203,2.844689201535492,0.8250885005501101,0.11497140425005486,2.130421481240649,-1.6748617911703774,-1.5709437422200496,3.095775780261203,-1.1996974024950273,-0.49566575997871026,4.638869565792897,-0.5195218148998391,1.1902493864913941,3.6735152667723425,-0.9946862035751891,-0.1711939809400646,2.9702324908983475,-0.18730445097245862,0.39806315722033814,1.3703875350408699,-0.5251722999687694,-0.5810630261466098,1.9216432311732314,1.1293454770668532,0.5748633939651173,3.5475500096488504,1.2716875263520941,1.553989577332065,2.996294313516489,-0.38283025068352844,-0.9077492444411566,2.396323354275514,-1.63976176092665,-1.8868754278081046,2.9475790504078754,0.014756016108972758,-0.7309490076963774,4.573485828883495,0.15709806539421373,0.2481771756705705,4.022230132751133,-1.497419711641409,-0.16644292523801968,2.971936681962182,-0.18403711728727784,0.39387866194599935,1.3698574118931925,-0.5283083851997,-0.5852475214209485,1.9211131080255541,1.1262093918359226,0.5706788986907785,3.547019886501173,1.2685514411211636,1.5498050820577265,2.9957641903688117,-0.38596633591445906,-0.9119337397154952,2.3957932311278367,-1.6428978461575805,-1.8910599230824432,2.947048927260198,0.011619930878041917,-0.735133502970716,4.572955705735817,0.15396198016328289,0.24399268039623195,4.021700009603456,-1.5005557968723395,-0.17062742051235835,2.971406558814505,-0.18717320251820854
53,0.05157469387256375,1.3199910356358804,0.05155286824605054,-1.5972372366722791,2.3020235334872847,0.614608274806293,-0.4741859284401203,3.8459220421691795,1.2105387690485818,1.1746260021047223,2.863889544317775,0.6474833624883393,-0.09046395147096598,2.1274497454493004,-1.7726827128057558,-1.7392758820158087,3.1094822433007048,-1.2096273062455136,-0.61622457378365,4.653380751982599,-0.6136968120032248,1.0325873567611927,3.6713482541311953,-1.1767522185634673,-0.2823249399555432,2.98668589380924,-0.2810719718785872,-0.05765658259469415,1.2883501906664,0.17286263824396889,-1.5830655453082887,2.533956487485454,0.6539400587457301,-0.45498101679111713,3.815010395748929,1.2238928595268102,1.159379018466668,2.9347004119866344,0.7431535941677977,-0.16906289752176093,1.9943264500935227,-1.9563032501160855,-1.6884767493245543,2.9991455826833175,-1.424916365540762,-0.5773667133305536,4.902680703725879,-0.6143039031572142,1.1164364342063569,3.6795311899859517,-1.1866411838825817,-0.28184925652474296,3.018462676547011,-0.2985394440015421,0.005784300410664467,1.29973411114994,0.1063505074393335,-1.622875640817672,2.352747432184267,0.5948479399426858,-0.4641173555965258,3.877518040326118,1.1713493093929905,1.1645425856318108,2.824504719291791,0.6828518768896381,-0.06310715239341902,2.0522216780046936,-1.7454098521805488,-1.6917670936217555,3.1052349990390202,-1.2569124196771964,-0.5330088084006093,4.6300056071808715,-0.6804110502268917,1.0956511328277274,3.5769922861465444,-1.168908482730244,-0.2636122539949724,2.9648698591654057,-0.28703027139377907,0.23942840540479615,1.4562926643641647,-0.9533349422026118,-0.1796108778250105,1.7840322755162923,0.974615478942108,0.8779955924160586,3.4805121259492466,0.9160947887615467,1.2970348756458652,3.152772514797119,-1.011855632383173,-1.405525889770142,2.4635378501838012,-1.4820905591266202,-1.8245651729999484,2.791277461335929,0.4458598620180994,-0.7669587027588796,4.487757311768883,0.38733917183753813,-0.3479194195290729,4.160017700616756,-1.5406112493071815,-0.2637651486770416,2.972024988066524,-0.2829978851825368,0.24091460489910754,1.4499213730488967,-0.9564003850217829,-0.17812467833069912,1.7776609842010243,0.9715500361229368,0.87948179191037,3.474140834633978,0.9130293459423755,1.2985210751401763,3.146401223481851,-1.014921075202344,-1.4040396902758308,2.4571665588685336,-1.4851560019457914,-1.8230789735056372,2.784906170020661,0.44279441919892826,-0.7654725032645682,4.481386020453615,0.384273729018367,-0.3464332200347615,4.153646409301487,-1.5436766921263527,-0.2622789491827304,2.965653696751256,-0.286063328001708
54,-0.0042073727418828755,1.3083690001870245,-0.09084780389177971,-1.6277940764122834,2.2600552888317864,0.5861008083900103,-0.4889495744779685,3.8071069508729853,1.1425757452825378,1.1346371291924315,2.855420662228224,0.46562713300074776,-0.2630498269078577,2.1455812570138817,-1.888645406777103,-1.886636530578258,3.097267545658643,-1.2116967944953128,-0.7477920286439433,4.6443192076998425,-0.6552218576027853,0.875794675026457,3.6926329190550806,-1.3321704698845753,-0.37599970069291316,2.9763441039434335,-0.37303483074728255,0.08770027555689398,1.2793415457681594,-0.06410857248458941,-1.595624295792682,2.1932462434674815,0.6853050433436626,-0.5064455501475094,3.7315324349237007,1.196226729639578,1.0447903310133277,2.858238777965137,0.4647152333363274,-0.1544602703246999,2.193051080301877,-1.8911481026516175,-1.8048599006582293,3.2362883005603744,-1.1559157638601265,-0.7467567666596053,4.513135584464827,-0.7617332239103225,0.8452722045909903,3.6316816988391523,-1.35086760018312,-0.35379799655268923,2.9545644582863386,-0.3596907820962759,0.030928033332095872,1.2934273072492302,-0.10302804195073428,-1.6035054104518938,2.229942394267881,0.5689591674713323,-0.48035258577041684,3.786029287765918,1.1320944196920115,1.1540808580135729,2.8495142007472674,0.460107210269945,-0.22821488138954368,2.131003018256944,-1.9006130547052063,-1.8626483251735333,3.0675181052755947,-1.2286258452831398,-0.7394955004920565,4.623604998773632,-0.6654905930624606,0.8949379432919333,3.687089911754981,-1.337477802484527,-0.3542837335799803,2.9585161530114314,-0.3842593175065974,-0.0036508104274285413,1.5470451392706592,-1.3097692401490364,0.1452219016225399,1.692010680743007,0.6794069479732014,1.0592906543890956,3.459938860079665,0.4821551598364037,0.9104179423391273,3.314973318607317,-1.507021028285834,-1.7763084848876387,2.4708497422538875,-1.2444253446092097,-1.62743577283767,2.6158152837262354,0.7447508435130281,-0.7133670200711143,4.383743463062894,0.5474990553762304,-0.8622397321210827,4.238777921590545,-1.4416771327460074,-0.3585089152492715,2.9653943011667763,-0.381135092386403,0.002311811879190273,1.5408279052267195,-1.3111440789993694,0.1511845239291587,1.6857934466990674,0.6780321091228684,1.0652532766957146,3.4537216260357253,0.4807803209860707,0.9163805646457461,3.3087560845633774,-1.508395867136167,-1.7703458625810198,2.464632508209948,-1.2458001834595427,-1.6214731505310513,2.6095980496822957,0.743376004662695,-0.7074043977644955,4.377526229018954,0.5461242165258974,-0.8562771098144639,4.232560687546606,-1.4430519715963404,-0.3525462929426526,2.9591770671228366,-0.38250993123673593
55,-0.06265729973467538,1.2951536340709047,-0.23393769606890913,-1.653982568667348,2.214833352145546,0.5546516169568938,-0.5017438623577549,3.7659176935289627,1.0708718505754247,1.0895814065749176,2.8462379754543212,0.28228253754962185,-0.43686292788363124,2.160212350041863,-1.997922833700268,-2.028188196816304,3.0798920681165045,-1.209333520674465,-0.8759494905067108,4.630976409499921,-0.6931132870559341,0.7153757784259618,3.7112966914252796,-1.481702600081737,-0.4693033951206931,2.963065021785413,-0.46352549156242157,-0.05699230724496466,1.3481229095065776,-0.24098757387481826,-1.6053324042847277,2.221280793626558,0.3571049603215066,-0.5956774017396304,3.751508937956801,0.9499023762913139,1.149574279574538,2.999313058688691,0.4041587227193535,-0.45820721497665207,2.309284963726858,-1.9830560879800567,-2.0618967939281077,3.0185518017624107,-1.239580489323278,-0.9147671723608337,4.648018031737469,-0.6770558889509477,0.7156803804413032,3.7549905083999144,-1.3626379726031028,-0.47845232931488435,3.00638387567566,-0.47401899417500365,0.01616838408367549,1.294673931400879,-0.2616543157254948,-1.6361109028486616,2.1412540286133526,0.48217045999664176,-0.561789151995403,3.7231758195335165,1.0681365196413375,1.090490134936934,2.876595722321043,0.3243117439192008,-0.32413432471829196,2.1783172906899426,-2.0232923262050546,-1.9764136116506292,3.024897387902416,-1.2794675504829183,-0.9020918607973705,4.60681917882258,-0.6935014908382225,0.7501874261349665,3.7602390816101066,-1.4373262665603592,-0.4429617383568475,2.9507465551117296,-0.47757790328185873,-0.29716083787147524,1.6329007492150664,-1.589843014181343,0.3794041644887795,1.6411498006111676,0.2922281191003759,1.1270612192999507,3.475376388910502,0.015421776747333527,0.45049621693969594,3.467127337514401,-1.8666493565343854,-2.0243749896118883,2.430111371276043,-0.9724399868962499,-1.3478099872516336,2.438360422672144,0.9096311463854692,-0.6001529324404624,4.2725870109714785,0.6328248040324269,-1.2767179348007172,4.264337959575377,-1.2492463292492921,-0.44865688515596874,2.952743880093273,-0.4785091050744581,-0.2900471666137124,1.6316126195736693,-1.586740760339063,0.3865178357465428,1.6398616709697704,0.29533037294265535,1.1341748905577138,3.474088259269105,0.01852403058961316,0.45760988819745857,3.4658392078730036,-1.863547102692105,-2.0172613183541253,2.428823241634645,-0.9693377330539696,-1.3406963159938698,2.4370722930307465,0.9127334002277485,-0.5930392611826989,4.271298881330081,0.6359270578747065,-1.269604263542954,4.26304982993398,-1.2461440754070119,-0.4415432138982057,2.951455750451875,-0.4754068512321783
56,-0.12382055952099846,1.2803577906803036,-0.3771520978524696,-1.6759755069967175,2.1664968921329733,0.5203848160977605,-0.5127944464441649,3.722477523698508,0.9957100674412557,1.039360501031554,2.8363384222458388,0.09817315349102551,-0.611493441070184,2.171245980673623,-2.1000837254952907,-2.1636483885459032,3.0573850821262925,-1.2025468115450604,-1.0004673279933505,4.613365713691827,-0.7272215602015653,0.5516876194823686,3.727226612239158,-1.6247584741517955,-0.5621439437571745,2.9468617521860656,-0.5521868290270174,-0.028865145976866083,1.1318679938353133,-0.6325442113426651,-1.58254351587279,2.029809022291431,0.4979082759084922,-0.6298057490501009,3.542279479940506,1.0498563402617345,1.1152760170618188,2.778687382173167,-0.1609310757234655,-0.6661178858954323,2.210426381213878,-2.2479748823727035,-2.145312396567988,3.055854097208993,-1.1446176615849515,-0.9885092911519352,4.516058819603672,-0.6075644100351161,0.5358346621796716,3.7244961582881646,-1.7180852700591152,-0.5487554131592028,2.873684916819391,-0.6204941118684738,-0.05757460657580443,1.275053424294656,-0.5453401101965334,-1.5761553836438673,2.057549203833087,0.4946660333064272,-0.41498397436540196,3.5939811120270595,1.0341639014743103,1.1035968027026613,2.811485332488629,-0.005842242028650357,-0.6454465159179839,2.2885016698839276,-2.166243954265764,-2.164027292986047,3.070997449422358,-1.1262378107628033,-1.0028558837075814,4.607429357616331,-0.5867399425949202,0.5157248933604816,3.8249335780779,-1.6267460860978809,-0.5302152451416928,2.9412413909554935,-0.5660400263957268,-0.6126802443486253,1.7054712805921959,-1.7888109211110326,0.5186032819185643,1.6256168876803885,-0.1414430632452921,1.0942345890963265,3.516769776068787,-0.44507005634214813,-0.037048937170863216,3.5966241689805942,-2.0924379142078884,-2.158269511066434,2.3513536450153962,-0.6961125226799734,-1.0269859847992442,2.271499252103589,0.9512553351857671,-0.4513546776214822,4.162652140491987,0.6476283420889111,-1.582638203888672,4.242506533403795,-0.9997395157768294,-0.5320174609850538,2.9340617105420916,-0.5705912895110608,-0.6104912653088086,1.7131982373754662,-1.782327383798049,0.520792260958381,1.6333438444636588,-0.13495952593230842,1.0964235681361432,3.5244967328520573,-0.43858651902916446,-0.034859958131046476,3.6043511257638645,-2.0859543768949047,-2.156080532026617,2.3590806017986665,-0.6896289853669897,-1.0247970057594276,2.2792262088868593,0.9577388724987508,-0.44916569858166544,4.170379097275258,0.6541118794018947,-1.580449224848855,4.250233490187065,-0.9932559784638457,-0.529828481945237,2.941788667325362,-0.5641077521980771
57,-0.18773054547523826,1.2639919062178149,-0.5199258074270543,-1.6939608721383543,2.115188714487221,0.48343564122058935,-0.5223324919482704,3.6769099236543314,0.9173870250999112,0.9838978347148457,2.8257131153849255,-0.08597442354773244,-0.7865269564309838,2.178590647978153,-2.194724899795128,-2.2927572830941,3.029787456247559,-1.1913634511474844,-1.121128902904016,4.59150866541467,-0.7574120672681626,0.38510142375910017,3.740311857145264,-1.7607735159158062,-0.6544297241896271,2.9277502858162423,-0.6386689373476084,-0.23205877059438929,1.1755116348151247,-0.5372204134193966,-1.52279002412412,1.9779986001940852,0.3220795014329152,-0.37521545919890953,3.655977555939145,0.8504797512339195,1.0878883034544533,2.765151561411239,0.0966265478069612,-0.7187343692970569,2.129799507163583,-1.9789940784685778,-2.353328775394434,3.1039969934484897,-1.1614341931068353,-0.9909547739641361,4.747659785087356,-0.7542116523615859,0.3097596367244818,3.7863090714391756,-1.8285450528910168,-0.5994292790492638,2.9178005886872747,-0.6239024487217021,-0.17690191209182382,1.2572684448076548,-0.5505294653869895,-1.657647683496462,2.124105842108353,0.47708178752348407,-0.4556483815928112,3.6624583751357545,0.9114424238054959,1.025097389811827,2.7956209778350556,-0.11616882910497772,-0.7790560773106807,2.1964512868406256,-2.210452942701668,-2.259801848715319,3.0632886841413245,-1.1828416897911942,-1.057802546811668,4.6016412171687255,-0.7484810535091823,0.42294322459297007,3.734803819868027,-1.7760923064196559,-0.617352229451746,2.92945483098819,-0.6495052594480859,-0.9124795959646632,1.7641548813923575,-1.9069949809403424,0.5535543007963584,1.6441423278415606,-0.5518781592094956,0.9782327094439867,3.577161405621437,-0.8401237041317949,-0.4878011873170349,3.6971739591722343,-2.195240525862642,-2.2049163885298597,2.263188178807723,-0.46457586525498284,-0.7388824917688384,2.1431756252569256,0.8905409564758641,-0.31420408312121006,4.076194703036802,0.6022954115535647,-1.7802379798822316,4.196207256587599,-0.7528214101772822,-0.6133418395429366,2.92017479221458,-0.6523497846933888,-0.9174601973112898,1.7732735924547451,-1.9031765707750712,0.5485736994497318,1.6532610389039482,-0.5480597490442243,0.9732521080973601,3.5862801166838247,-0.8363052939665236,-0.4927817886636615,3.706292670234622,-2.1914221156973706,-2.2098969898764866,2.2723068898701104,-0.46075745508971155,-0.743863093115465,2.152294336319313,0.8943593666411354,-0.31918468446783665,4.08531341409919,0.606113821718836,-1.7852185812288583,4.205325967649987,-0.7490030000120109,-0.6183224408895632,2.9292935032769676,-0.6485313745281176
58,-0.2544081689710439,1.2460640058359398,-0.661695362188081,-1.7081408189632885,2.061054745628367,0.4439499138381485,-0.530593491452498,3.629338164379336,0.8362118288171153,0.9231391585397466,2.8143474245869085,-0.269433447209114,-0.9615458315366298,2.1821608023924512,-2.28147285112226,-2.4152784815288744,2.997151542184879,-1.175827575096031,-1.2377311540180838,4.565434960935848,-0.783565660117064,0.21600149597416074,3.7504442211434204,-1.8892109361432934,-0.7460696614945639,2.9057494833858937,-0.7226305111525724,-0.053069444218381584,1.2597175389442135,-0.6982275173192919,-1.6896727883767977,1.9263421166753973,0.3467885099870834,-0.4105521006580555,3.5636487364821967,0.7315207305489213,0.9768044337924752,2.932917840053208,-0.1975381161426073,-0.8619410629560481,2.1064812935355053,-2.4236539177964445,-2.2651451163333256,2.964883558300665,-1.2009108767415357,-1.104911739833178,4.6210579618759136,-0.7379768829089032,0.43250173046426915,3.686092398105406,-1.7964269233351697,-0.6219982610148803,2.8826426804965632,-0.7470531242134935,-0.193652092445167,1.260378990612568,-0.6826676437199023,-1.6953293859660907,2.0343171525278807,0.38783925847868694,-0.5536597926828295,3.6100224653933246,0.8501630700870071,0.9480175008380941,2.8360843034780117,-0.22034383211158226,-0.8581487785889772,2.218592165505691,-2.3075589217951875,-2.3598260721099007,2.992530327421004,-1.2370520195965982,-1.2181564788266397,4.5682356402864475,-0.7747282079882781,0.28352081469428403,3.794297478371135,-1.8452351101868674,-0.7059042856359034,2.914307315449508,-0.7286979258540902,-1.1672433725683815,1.801838691626942,-1.9770061958913785,0.5030648293184706,1.67421174416482,-0.884402940820714,0.8184054357577716,3.6328869987731314,-1.1376845013725239,-0.8519027661290806,3.7605139462352533,-2.230287756443188,-2.221108075763248,2.1856389121409054,-0.32108754508348664,-0.550799873876396,2.0580119646787836,0.7715157099871778,-0.235459267437095,4.016687219287094,0.5182341494353678,-1.9057674693239472,4.144314166749217,-0.5743691056352965,-0.7013513200027383,2.9092629554570184,-0.7293860232280053,-1.1739339324994802,1.8055346279895375,-1.9767159593686947,0.49637426938737206,1.6779076805274156,-0.8841127042980302,0.811714875826673,3.636582935135727,-1.13739426484984,-0.8585933260601791,3.7642098825978487,-2.2299975199205044,-2.227798635694347,2.189334848503501,-0.32079730856080285,-0.5574904338074945,2.061707901041379,0.7718059465098616,-0.24214982736819357,4.02038315564969,0.5185243859580516,-1.9124580292550457,4.148010103111812,-0.5740788691126127,-0.7080418799338368,2.9129588918196134,-0.7290957867053215
