noisy_error_mm,kabsch_error_mm,opt_no_filter_error_mm,opt_error_mm,kabsch_rotation_error_deg,opt_no_filter_rotation_error_deg,opt_rotation_error_deg,kabsch_translation_error_mm,opt_no_filter_translation_error_mm,opt_translation_error_mm,noisy_center_error_mm,kabsch_center_error_mm,opt_no_filter_center_error_mm,opt_center_error_mm
439.8987522402584,317.7845703097614,232.9065346247362,233.0089514583521,22.097463513811064,17.72547435921807,17.727672948372195,204.1218615164045,141.77388443587267,141.9155731549122,204.1218615164045,204.12186151640452,141.77388443587267,141.9155731549122
414.65421391687937,239.1681951531766,140.96953603700146,150.41863339705182,13.971182190679496,11.314842393033832,11.914617191995593,180.80274841297268,79.9394707548479,84.29375979790896,180.80274841297265,180.80274841297268,79.93947075484789,84.2937597979089
398.65489540017165,159.69175117418567,88.14906803903148,92.05429382136937,8.166097750031707,7.02958945064964,7.361056677044889,140.18142263067597,48.25761831618842,49.53029200739412,140.18142263067597,140.18142263067602,48.2576183161884,49.53029200739412
432.5576427005511,208.00512683336734,70.19279270195693,56.92039542992226,12.73706048858176,5.91086581306063,4.689446208235268,167.91839511483067,30.185989910231736,26.71437518670327,167.91839511483067,167.91839511483067,30.185989910231736,26.71437518670327
383.70953499454725,147.04205507643852,51.472653753826606,43.91604805430344,11.898964105963794,4.59222655223209,3.6519240445020267,71.16991101188115,16.79851016950108,20.1411482929412,71.16991101188115,71.16991101188115,16.79851016950108,20.1411482929412
496.8541114575561,268.19942875200456,70.85651237806859,62.90226135464912,11.820204149851591,3.3466468799084157,3.4285157886979323,237.3802580544631,62.39814253574394,52.15295506366598,237.38025805446307,237.38025805446304,62.3981425357439,52.15295506366593
417.46020755843307,171.9568843026049,97.30853884845955,87.7817158381975,9.562117323851144,4.432085806907081,3.61965058666527,142.60250376032474,89.56370774596546,81.95216113118938,142.60250376032474,142.60250376032474,89.56370774596546,81.95216113118934
385.1444934188393,165.63916708240515,110.91323674200582,105.84579548842957,13.015730773405425,4.341729831806188,4.09570119647266,102.0660409106977,104.42171821595967,100.02664904343877,102.0660409106977,102.0660409106977,104.4217182159597,100.02664904343877
479.60195237583724,329.769608034339,110.50322724630263,116.44188679489099,13.829205290945215,3.2059700897066614,4.616944790318407,306.57933415953386,106.71481944745392,109.18656848017227,306.57933415953386,306.57933415953386,106.71481944745392,109.18656848017221
473.0870900088667,298.7833408999246,109.11960567096402,125.14814785286276,11.336586746453566,4.279586932191677,4.797222616000865,269.63356709088424,102.49769561631842,118.15500244178986,269.63356709088424,269.63356709088424,102.49769561631842,118.15500244178986
518.7141948680759,330.4707579963576,133.2394648754855,137.61572327900507,28.451960238107905,5.197049144489796,4.272044026762291,156.39467776478907,125.9895553695961,132.95378437654472,156.39467776478907,156.3946777647891,125.9895553695961,132.95378437654463
484.2660036810227,346.8939186811994,163.22202157229125,148.76416937168838,7.025154002634429,3.443336798580271,3.013241964657659,342.05495874142815,160.72061954648998,146.67452431229677,342.05495874142815,342.05495874142815,160.72061954649007,146.67452431229677
310.8281009355509,218.8122315348808,162.47443293650272,144.826354679237,7.695916546783106,2.4828086918330743,1.8868687746841453,204.67613575509762,160.87843177943145,143.87632083609893,204.67613575509762,204.67613575509762,160.87843177943145,143.87632083609893
368.1625592556821,188.23137057121707,125.70814652621057,119.11658463701951,2.654455473289873,2.626195262696452,2.5874363743253745,186.56864941973546,123.03724154289753,116.55121789873098,186.56864941973546,186.56864941973546,123.03724154289753,116.55121789873111
323.1745939510849,188.8121563710211,77.98487993342003,83.77489167094771,12.818677562338317,3.7151203965274275,3.655938947600424,138.85804850818482,68.1031853093369,74.28374274565881,138.85804850818482,138.85804850818482,68.1031853093369,74.28374274565881
425.27906015139104,125.44878366409334,60.50539667233528,62.04361119850689,5.624220952207791,3.845156650394644,3.8702067159051037,115.36370791722516,42.193258363271966,43.635013464041315,115.36370791722516,115.36370791722516,42.193258363271966,43.635013464041315
448.2918554644072,209.81837383068677,52.51871597739209,51.196335396911145,13.094902664632517,3.5033103234258456,3.336561320477116,160.11512762989864,41.00413771787801,39.650457709234864,160.1151276298989,160.1151276298989,41.00413771787823,39.650457709235106
522.0709424957365,225.61758961284727,54.47361448702904,49.90787512956777,15.636417818608132,2.956429960759405,2.9948239535335244,149.19308900169878,44.01847461018148,38.95493865636154,149.19308900169878,149.19308900169878,44.01847461018148,38.95493865636137
455.0702527822815,212.1209187176409,71.69451007800949,61.20760549808029,13.811940481623706,4.119538413361829,3.438402404346962,162.64232831023267,62.20019182283994,52.318092603267516,162.64232831023267,162.6423283102326,62.20019182283996,52.318092603267516
493.16500073736273,210.12655389009743,98.7301588676597,92.89948355620328,11.066809280723657,4.355388174146603,3.8423320533679473,185.0438119099068,85.98526453259512,82.31521349991255,185.0438119099069,185.0438119099069,85.98526453259501,82.31521349991247
520.3330152931502,319.88769502091196,126.29148307187168,112.52358052500765,9.332983861597514,3.838840757412952,3.543767081607912,310.5438779258195,119.56601215816687,105.61124963636462,310.5438779258195,310.5438779258195,119.5660121581665,105.61124963636463
374.26681314819035,232.46357732780032,130.50556805643606,114.66813277779085,7.787879036920532,2.41164390444765,2.6902732339946467,221.99171403614983,128.913772951047,112.06582617542148,221.99171403614983,221.99171403614983,128.91377295104678,112.06582617542148
394.55832911753146,174.33120638755466,114.92903773458637,109.09600901968291,8.393638379905205,2.5203426984148987,2.284387489289907,156.84744651014395,112.98127616428008,107.41001241304379,156.84744651014395,156.84744651014395,112.98127616427989,107.41001241304379
475.05278674447993,318.61425457243774,107.7822495695292,106.07030864117283,24.639741186026466,3.4918053477407898,3.154968211544865,205.25341569262736,103.15877723133848,102.53917546731645,205.25341569262736,205.25341569262736,103.15877723133836,102.53917546731661
368.31745643698997,235.87430741405646,104.78738523754562,107.76003510482033,18.211765349305814,3.900112639038513,4.533088845717433,139.627345565281,97.2437476119749,97.4545706291665,139.627345565281,139.6273455652811,97.2437476119749,97.4545706291665
510.45835208488256,315.2391786558954,103.2812001637027,103.92963712932338,21.458055865053268,5.659427359713908,5.840203436221689,234.56948831193182,80.99324631182185,83.44489348112916,234.56948831193182,234.56948831193182,80.9932463118219,83.44489348112916
528.9663054672444,245.44332058365933,87.4686476583903,90.88852758173442,16.18692906344375,6.257251055890346,6.592226203986402,186.6058589981552,54.58481056060904,57.78501793430367,186.6058589981552,186.6058589981552,54.58481056060904,57.78501793430367
483.87392083678486,273.11579894223144,82.76751642688345,72.38781781171572,19.320926097180497,7.035379556076526,6.163732338001027,208.97432944628545,35.72727991041928,28.247732794225954,208.97432944628545,208.97432944628545,35.72727991041928,28.247732794225954
404.21685153886875,164.0411229029452,56.70233824300669,52.78917963546267,9.852478868981626,5.061837638464417,4.364957751365932,135.98756513083788,18.631661904935385,24.489918817179348,135.98756513083788,135.98756513083788,18.631661904935488,24.48991881717936
422.3418357151693,193.77992574195017,53.20360565262994,53.43794246156439,11.036123959611807,2.996226698213835,2.6316518110564755,162.4374252945924,44.738200924874555,47.55819565051613,162.4374252945924,162.43742529459232,44.738200924874654,47.55819565051611
420.9689821412159,231.12177180078865,88.53715444216954,77.01276247313331,17.466554672170442,4.972004023422039,3.7746430993261946,144.17987380475324,68.37127726297595,63.8648200109112,144.17987380475316,144.17987380475316,68.37127726297585,63.8648200109112
495.6003112612188,243.92817572949966,99.10041807057796,84.24116251064878,10.042877696699003,5.750875368916902,4.930322207661768,214.88499793429995,75.95558334900531,63.781118347501234,214.8849979342996,214.88499793429972,75.95558334900494,63.781118347500815
390.49974858612904,167.97162347139079,67.82149041505909,66.20520081244022,10.629513737559684,4.02462099189628,4.226662941374754,127.87041426048133,55.17731704939544,50.575595052321354,127.87041426048127,127.87041426048127,55.17731704939553,50.575595052321354
340.4920192418313,149.48744920319356,53.88384969056813,61.35548286930278,14.223376912923602,1.6664866848587612,2.102833232215902,27.26029779562463,52.022208294981326,58.64174891443147,27.26029779562463,27.26029779562463,52.022208294981326,58.64174891443147
457.60645861991,217.80189345136296,94.2181351927195,100.0437218710651,17.661018004069067,0.5399475686363331,1.2133199884363928,117.02939879896859,94.08826229690415,99.32481803151587,117.02939879896859,117.0293987989688,94.08826229690415,99.32481803151582
435.18422438215595,296.8856231363218,139.78887715588357,138.93522849211186,16.848428496892563,0.6694827687992354,1.7346715421764154,241.77230975571834,139.5929845055733,137.55430765733502,241.77230975571845,241.77230975571837,139.59298450557327,137.554307657335
458.59625711025376,190.72466086955242,159.16177048321345,153.576767257224,8.624478052820436,0.34018668515558326,0.5052789710280774,173.7623143971775,159.12412892892817,153.47795095043264,173.7623143971775,173.7623143971775,159.12412892892817,153.47795095043264
424.5421388032998,273.311749333695,150.89677842972188,143.91001763666398,9.885046565898422,2.0391581255452675,1.8683600897125896,259.18501209675884,149.03521553363464,142.55208306435304,259.18501209675884,259.18501209675884,149.03521553363464,142.55208306435304
460.02515841687836,220.6364150336057,124.57821472856861,114.19989702644341,5.12859916749961,4.721367244551297,2.0011433243693526,214.59515050969432,112.81406728302446,112.7186103324724,214.59515050969432,214.59515050969432,112.81406728302446,112.7186103324724
392.3157332115582,188.94225989132096,115.55873562432289,100.32286901732425,7.664159772190916,8.068771159900939,5.645411848245582,176.8404016790468,73.80288570158132,78.47624861149201,176.8404016790468,176.84040167904683,73.80288570158126,78.47624861149201
477.2167912081115,169.8632641029272,127.24129606588416,192.75992371147473,9.44303038330014,10.563176433114018,16.678421948264138,138.83310572492968,48.03907409055597,53.00463620858018,138.83310572492968,138.83310572492968,48.03907409055597,53.00463620858018
419.5664484500108,284.1959662483758,124.22790175966087,269.9540179728516,19.63053425744941,10.030847860270704,24.21105347607367,176.59320327191858,52.74256960992421,46.72648523829379,176.59320327191853,176.59320327191853,52.74256960992414,46.72648523829374
443.8360962451324,215.15464154083006,89.0189453261585,155.187754890139,12.86348782021429,5.167482198720261,12.788238800800265,181.60234713058054,73.74845046322933,59.49414922860156,181.60234713058063,181.60234713058063,73.74845046322943,59.494149228601714
417.5178324388077,208.0730565174914,321.6753005642732,380.8984117330525,13.201770591976919,28.92087379323367,34.98015206599889,152.95152791329832,80.8719383717371,74.81820933906604,152.95152791329832,152.95152791329832,80.8719383717371,74.81820933906604
484.73971529721223,232.67230455501902,841.5131695988132,1048.1171624818514,18.361093513445805,85.01906801387348,114.9399163394591,133.70084983303389,75.6194563219925,81.50224153454757,133.70084983303389,133.70084983303389,75.6194563219925,81.50224153454757
414.5915445444421,139.73007403492974,1233.2911439501377,1210.1326748344784,8.185038202592331,168.61219369998759,154.71085623086935,115.65232578999827,73.76246907863735,79.27815288793242,115.65232578999827,115.65232578999827,73.76246907863735,79.27815288793245
472.5069853850191,278.48694341241884,986.2617586222362,914.7716853400253,9.03927178971896,105.16628202908021,94.98873366256038,261.0650305289251,86.31880452021421,74.52773373103088,261.06503052892515,261.06503052892515,86.31880452021424,74.52773373103088
412.972732047516,185.92411439842581,473.76778194828717,943.3240364944796,8.458916182594969,44.38017728188181,98.91202286853775,165.56814826201318,84.50728161008888,73.38530920563717,165.56814826201318,165.56814826201318,84.50728161008882,73.38530920563707
573.1737083293751,330.979674960484,157.40580012123996,1231.0199685754144,23.26770489597881,12.955711749231137,164.09404636082553,236.44594784907446,79.82876086229403,78.95971162272627,236.44594784907449,236.44594784907449,79.82876086229408,78.95971162272626
450.48404124042145,189.07277342419013,85.56301437884002,1049.585593257398,7.65787869921152,3.439137133842816,114.24667591809312,167.4957141104947,78.32700830618955,89.40003453110008,167.4957141104947,167.4957141104947,78.32700830618954,89.40003453110009
380.65681963432627,131.741263257146,100.05348672797501,778.6188305437148,5.314678917832198,4.809205199362464,76.28192544225223,123.68113664908932,90.31231813323782,96.7971301315854,123.68113664908935,123.68113664908935,90.3123181332378,96.79713013158536
475.93689021595884,213.8252352621223,116.2864946175171,1054.439570081248,8.782066269724364,4.730339282737552,114.32424621422454,199.59446480798027,107.36511027631381,94.28007600080828,199.5944648079803,199.59446480798027,107.36511027631384,94.28007600080831
440.34164732926934,258.01634074720005,108.66333489042228,1208.741891336124,10.848774835994996,4.502967226937853,149.653870748943,234.62474117462432,98.45480363096088,82.93778239045118,234.62474117462432,234.62474117462432,98.45480363096088,82.93778239045118
473.7796522189077,197.37716842336994,84.00381861373874,506.5463945352965,16.155604088829268,4.9054148076403115,46.864009730022865,108.79303748082562,66.47764974388033,72.74212858820049,108.79303748082562,108.79303748082562,66.47764974388032,72.7421285882004
323.6004139454761,110.16620353057667,83.91071175862535,215.33196808110844,4.182085638471452,5.932538860508691,19.199850731529484,101.52827386847328,58.69806286876714,76.07971578231319,101.52827386847328,101.52827386847328,58.69806286876709,76.07971578231319
353.6715420352285,264.5793063266243,117.58000462617493,374.0748409472324,20.528664589239476,8.589869081917513,34.48368406542326,136.50295698998798,78.66687608746552,92.61235759122916,136.50295698998798,136.50295698998792,78.66687608746555,92.61235759122911
516.2248965721058,406.2101705588809,156.9861154096146,230.0174888936896,27.575379063969276,10.290147723835727,19.59393243537643,302.9849532160518,117.76989453845815,110.22998233188986,302.9849532160518,302.9849532160518,117.76989453845812,110.2299823318898
486.18257865671103,183.81185301088797,165.03274011382308,147.2048221237544,7.330259098693576,7.957376786670562,7.937652640449217,173.43255641435343,141.22147906675497,120.12967598933412,173.43255641435343,173.43255641435343,141.221479066755,120.12967598933407
520.6400691508467,405.5098053648263,155.4630316128001,182.00287670077145,13.261317019641721,5.204859724754803,12.274046064633733,385.63831120535576,145.05243081340245,123.82943494301338,385.63831120535576,385.63831120535576,145.05243081340257,123.8294349430134
392.1658236894669,174.38856769984923,128.71370968600868,152.51558525880006,11.733959426702143,4.607417248551389,7.692659075120809,129.60033497868955,122.36313851941608,127.18879041697676,129.60033497868955,129.60033497868955,122.36313851941608,127.18879041697676
485.31272640907235,288.8919938417808,129.3737771950513,130.41686328354584,8.85352738820636,5.755267407762652,3.7593849921993363,270.8478828558525,114.47716819131736,125.97967913703584,270.8478828558525,270.8478828558525,114.47716819131736,125.97967913703594
407.5499604416417,245.00666963993615,125.33597231669366,141.47028504754138,18.948803994051932,6.513921677419319,8.17721123328208,154.50693610905944,104.64934283652521,109.44117128272774,154.50693610905944,154.50693610905944,104.64934283652521,109.44117128272774
511.9943672180729,279.0703358771361,108.65348908539778,114.92701235673877,3.813878192179714,5.617132032142872,7.812771285173587,275.83163878996453,90.97179523488502,76.37188860583906,275.83163878996453,275.83163878996436,90.97179523488502,76.37188860583906
498.1067511587452,125.73032453054824,64.3676256924167,61.72609933570377,12.020951591298996,3.908405865320246,4.32654768737802,18.181881022508147,49.767745612821116,40.64077544851993,18.181881022508147,18.181881022508147,49.767745612821116,40.64077544851991
440.61638298502163,121.26353982288849,45.98899705957362,47.806050486845436,10.96516393837828,3.0452662379981343,3.5503753865878074,27.09144213542978,33.01526493060676,28.13398876597971,27.09144213542978,27.09144213542978,33.01526493060676,28.13398876597971
456.37127386992506,320.947857844354,67.47042367976888,65.49031079861369,22.94524508824475,4.530062641995632,5.140723855781302,193.2455482597156,44.497452596619866,31.673232344180736,193.2455482597156,193.24554825971555,44.497452596619866,31.673232344180736
499.5364196890608,327.9475556433081,68.84671427286827,68.38775684762653,25.936646938713512,5.092766904683433,5.6748565474002755,191.45745749595613,38.90730948408855,27.80202744993196,191.45745749595613,191.45745749595613,38.90730948408855,27.80202744993196
479.60043760276545,288.6276352081296,77.47755958505829,70.5480976388648,17.818972251610777,5.322308787029798,5.8065854731652236,243.06759350225715,54.408105061758825,38.100553417594064,243.06759350225715,243.06759350225715,54.408105061758825,38.100553417594064
404.3948486066541,257.31970432700774,100.71274640013917,89.26619747444973,20.55468750420362,6.491189016338952,5.759931447259484,151.49148159446517,81.49574548245836,72.30472641363053,151.49148159446517,151.49148159446517,81.49574548245836,72.30472641363053
451.175433068096,228.7463255952319,121.51651579980582,117.53052845255058,17.850763341575473,5.663194653602243,5.173438547256218,128.00314721726355,109.22874241274921,108.87209341170293,128.00314721726355,128.00314721726355,109.22874241274921,108.87209341170293
351.07829733696695,206.33364675809054,141.81868341355425,137.02473560346223,12.20066975222492,4.1850695300237195,4.553894777588516,165.0479445801864,136.14835721467065,131.44179643929084,165.04794458018625,165.04794458018625,136.14835721467045,131.4417964392909
384.50977832849634,277.91884476350106,148.1096763903188,136.56537453831294,14.426266150228786,4.539503127851475,4.512484155289431,239.8719381160057,142.94824730300306,131.02382024619453,239.8719381160057,239.8719381160057,142.94824730300306,131.02382024619476
430.9126749254658,173.00993176285624,125.3849286948602,117.80739450374408,10.675739934864781,4.850867479096589,4.129392118155778,140.6069962075848,116.18810778831312,111.66891803905776,140.6069962075848,140.6069962075848,116.18810778831312,111.66891803905776
494.43693017146666,249.6881574731758,88.12573031711213,95.86572022611992,18.96236055334644,3.653424758728091,2.633188721890246,138.6965942840919,78.6195666623321,92.45878283373268,138.69659428409196,138.6965942840919,78.61956666233216,92.45878283373291
